Mod:Item:MetaData, Localized Name
botany:insulated_tube:643, Железо Песчаник изолированная электронная трубка
extrabees:honey_crystal, item.honey_crystal.name
extrabees:honey_drop:0, Энергетическая капля
extrabees:honey_drop:1, Кислотная капля
extrabees:honey_drop:2, Ядовитая капля
extrabees:honey_drop:3, Сочная капля
extrabees:honey_drop:5, Ледяная капля
extrabees:honey_drop:6, Молоко
extrabees:honey_drop:7, Ореховая роса
extrabees:honey_drop:8, Алкоголь
extrabees:honey_drop:13, Красный мед
extrabees:honey_drop:14, Желтый мед
extrabees:honey_drop:15, Синий мед
extrabees:honey_drop:16, Зеленый мед
extrabees:honey_drop:17, Черный мед
extrabees:honey_drop:18, Белый мед
extrabees:honey_drop:19, Коричневый мед
extrabees:honey_drop:20, Оранжевый мед
extrabees:honey_drop:21, Голубой мед
extrabees:honey_drop:22, Пурпурный мед
extrabees:honey_drop:23, Серый мед
extrabees:honey_drop:24, Светло синий мед
extrabees:honey_drop:25, Розовый мед
extrabees:honey_drop:26, Лаймовый мед
extrabees:honey_drop:27, Малиновый мед
extrabees:honey_drop:28, Светло-серый мед
extrabees:honey_comb:0, Бесплодная сота
extrabees:honey_comb:1, Гнилая сота
extrabees:honey_comb:2, Костяная сота
extrabees:honey_comb:3, Масляная сота
extrabees:honey_comb:4, Окаменевшая сота
extrabees:honey_comb:5, Нефтяная сота
extrabees:honey_comb:6, Сырая сота
extrabees:honey_comb:7, Молочная сота
extrabees:honey_comb:8, Фруктовая сота
extrabees:honey_comb:9, Наполненный семенами гребень
extrabees:honey_comb:10, Алкогольная сота
extrabees:honey_comb:11, Скалистая сота
extrabees:honey_comb:12, Энергетическая сота
extrabees:honey_comb:13, Янтарная сота
extrabees:honey_comb:14, Статическая сота
extrabees:honey_comb:15, Железная сота
extrabees:honey_comb:16, Золотая сота
extrabees:honey_comb:17, Медная сота
extrabees:honey_comb:18, Оловяная сота
extrabees:honey_comb:19, Серебряная сота
extrabees:honey_comb:21, Радиоактивная сота
extrabees:honey_comb:22, Глиняная сота
extrabees:honey_comb:23, Старая сота
extrabees:honey_comb:24, Грибковая сота
extrabees:honey_comb:25, Смолянистая сота
extrabees:honey_comb:26, Латексовая сота
extrabees:honey_comb:27, Серная сота
extrabees:honey_comb:28, Ядовитая сота
extrabees:honey_comb:29, Слизистая сота
extrabees:honey_comb:30, Полыхающая сота
extrabees:honey_comb:31, Кофейная сота
extrabees:honey_comb:32, Ледниковая сота
extrabees:honey_comb:36, Теневая сота
extrabees:honey_comb:37, Свинцовая сота
extrabees:honey_comb:40, Цинковая сота
extrabees:honey_comb:41, Титановая сота
extrabees:honey_comb:42, Вольфрамовая сота
extrabees:honey_comb:45, Платиновая сота
extrabees:honey_comb:46, Лазуритовая сота
extrabees:honey_comb:47, Содалитовая сота
extrabees:honey_comb:48, Пиритная сота
extrabees:honey_comb:49, Бокситовая сота
extrabees:honey_comb:50, Киноварная сота
extrabees:honey_comb:51, Сфалеритная сота
extrabees:honey_comb:52, Изумрудная сота
extrabees:honey_comb:53, Рубиновая сота
extrabees:honey_comb:54, Сапфировая сота
extrabees:honey_comb:56, Алмазная сота
extrabees:honey_comb:57, Красная сота
extrabees:honey_comb:58, Желтая сота
extrabees:honey_comb:59, Синяя сота
extrabees:honey_comb:60, Зеленая сота
extrabees:honey_comb:61, Черная сота
extrabees:honey_comb:62, Белая сота
extrabees:honey_comb:63, Коричневая сота
extrabees:honey_comb:64, Оранжевая сота
extrabees:honey_comb:65, Голубой сота
extrabees:honey_comb:66, Пурпурная сота
extrabees:honey_comb:67, Серая сота
extrabees:honey_comb:68, Светло-синяя сота
extrabees:honey_comb:69, Розовая сота
extrabees:honey_comb:70, Лаймовая сота
extrabees:honey_comb:71, Фуксия сота
extrabees:honey_comb:72, Светло-серая сота
extrabees:honey_comb:73, Никелевая сота
extrabees:honey_comb:75, Светящаяся сота
extrabees:honey_comb:76, Неустойчивая сота
extrabees:honey_comb:79, Разлагающаяся сота
extrabees:honey_comb:80, Пыльная сота
extrabees:honey_comb:81, Цертусовая сота
extrabees:honey_comb:82, Мерцающая сота
extrabees:honey_comb:83, Еллориумовая сота
